zip_code,per_capita_white,per_capita_black,per_capita_latino,per_capita_aapi,per_capita_native,per_capita_other,per_capita_mixed
60601,0.5276253201609953,0.0522014879863398,0.08860836687400903,0.26734967678985244,3.6589828027808267e-4,0.0034150506159287717,0.060434199292596656
60602,0.27505330490405117,0.03411513859275053,0.44989339019189767,0.24093816631130063,0,0,0
60603,0.5108108108108108,0.06306306306306306,0.05945945945945946,0.35225225225225226,0,0,0.014414414414414415
60604,0.7028493894165536,0.029850746268656716,0.08276797829036635,0.18453188602442333,0,0,0
60605,0.5467447688989917,0.15069650871364457,0.09512152474208778,0.1583610188261351,0.001806842688115638,0.007227370752462552,0.04004196537856269
60606,0.587247366922858,0.01964133219470538,0.0506689439225733,0.3327640193566752,0,0,0.009678337603188158
60607,0.5235267562593325,0.114699447859152,0.09271799145744349,0.22971142827377852,0.0025349862832933986,0.005590860159044345,0.03121852970795569
60608,0.20110212812239422,0.16499293042816227,0.46764311351194576,0.1401587934597397,3.625421455244172e-4,0.0022961002549879758,0.023444392077245645
60609,0.13707879382046456,0.2197466833225281,0.5703103998987998,0.05936022517037998,1.1068768678547145e-4,0.0020556284688730414,0.011337581632169004
60610,0.6911709863882155,0.10723941823606191,0.057150848405743054,0.10113276151407793,0.0033796382621666976,0.0018879358567965691,0.038038411336938284
60611,0.6345504581950236,0.03557749595710273,0.062473401991658864,0.23831815473657333,7.94393849121911e-4,0.005333787272675689,0.02295230799784379
60612,0.22441161960590847,0.5465625816187353,0.15656287181868309,0.04152761252502975,0.001015699817174033,0.001944339650018863,0.027975274964450507
60613,0.6973306903254364,0.061661630838513504,0.12010931275379612,0.08167664209695734,9.622601566559535e-5,0.00352187217336079,0.03560362579627028
60614,0.7934477901284501,0.035410942664676925,0.06688888578959847,0.06725150276844116,2.0920210317847728e-4,0.0038074782778482865,0.03298419826780659
60615,0.27522206638616176,0.5356007480130902,0.051846657316503036,0.08008415147265077,8.882655446470313e-4,0.006989247311827957,0.04936886395511921
60616,0.2834158650653613,0.24825924450262774,0.07676399719202383,0.3555504961390328,0.0019921452558483693,0.006640484186161231,0.027377767658944733
60617,0.05511612251767082,0.543011011203539,0.38634178006443237,0.003089387892484493,5.289224407366447e-4,0.00425542145501755,0.007657354426119152
60618,0.49009595056106686,0.025218192660053124,0.37027158887624007,0.0712744619721364,8.89033447172982e-4,0.004065701740120345,0.03818507074321028
60619,0.01153152556954486,0.933623413794815,0.02628923117648032,0.002398954386777625,7.279585725394173e-4,0.0056747679632050034,0.019754148536637824
60620,0.012322552319625348,0.9341577637933558,0.027118396019318015,0.006878384311429826,0.0017122786477389142,0.0035123664569003364,0.014298258451631787
60621,0.014520131866503685,0.9173611882801793,0.042708449086935586,0.006185872504352335,0.0010741934288995073,0,0.018150164833129607
60622,0.6319701913095062,0.05251742547827377,0.21214592911167135,0.04934747145187602,1.2976419991101882e-4,0.0041339166543081715,0.049755301794453505
60623,0.03678322956233439,0.2620641944368302,0.6876166607928366,0.005691088747046769,0,0.004777381838117241,0.003067444622834841
60624,0.03992821893225662,0.852035666218035,0.08622139973082099,0.0065892777030058325,2.2431583669807088e-4,0.0021590399282189325,0.012842081650964558
60625,0.45166633456212013,0.04206934342931155,0.3202401115871276,0.14471455614227358,9.963136395337252e-5,0.002777224270200259,0.03843279864501345
60626,0.47316246135434326,0.23380871646554302,0.1841029221103022,0.06245138127056946,8.975765433330009e-4,0.005704597586516405,0.03987234466939264
60628,0.024813168563473844,0.909083508360605,0.047900486820039404,8.303619401162506e-4,7.652355134404663e-4,0.003695924713850763,0.01291131408847425
60629,0.06765323816251824,0.16577520482215108,0.7463966898171509,0.007954347367358734,2.2936411093883317e-4,0.001293613585695019,0.01069754213418718
60630,0.5460168188805498,0.019567772854688487,0.27463604304186634,0.128872411610453,6.510534406365856e-4,0.005226512342888146,0.025029387828917622
60631,0.7435071339338549,0.00881057268722467,0.17289105135117364,0.04283647840094681,8.547570517456769e-4,0.007824314550595042,0.023275692024459203
60632,0.085641180012040935,0.012457740934562127,0.8288334182373918,0.06878386514148103,6.020469596628537e-4,0,0.0036817487148612976
60633,0.2842443729903537,0.3105305466237942,0.3935691318327974,0.005466237942122186,0,0,0.006189710610932476
60634,0.47920867765871916,0.02646527750319613,0.41946410449039845,0.05580377736480698,7.248955491413283e-4,0.0042966536185467825,0.014036613815191175
60636,0.010692856903429089,0.7840981463480039,0.18422552207287232,0.002815673918144337,0.0010055978279086917,0.0064023061710186705,0.010759896758623001
60637,0.1490663799002835,0.717782774464757,0.031479127969498484,0.051344217421057776,0.0018379118193371786,0.02033434353309219,0.0281552448919738
60638,0.39346701500025955,0.023252997456703402,0.5630720254675686,0.007941313863561653,2.076160487205661e-4,0.0020588591498122803,0.010000173013373933
60639,0.09719876126126126,0.13208521021021022,0.7395833333333334,0.018721846846846846,4.692192192192192e-4,0.0016657282282282282,0.010275900900900902
60640,0.5537977034033008,0.173492579883239,0.1354338428628727,0.09336423191764338,9.655807596892315e-4,0.0020202920510420845,0.04092576912221282
60641,0.3536567683563392,0.026171557823918338,0.5340302749101032,0.0529810926806635,6.524765108456096e-4,0.004668831922050806,0.027838997796079342
60642,0.6365883230740533,0.09671703040477522,0.1496455885096064,0.07013616862525648,0,0.00876702107815706,0.03814586830815146
60643,0.22291278226641806,0.7018852289206546,0.03447275740625647,0.007002278848145846,3.936192251916304e-4,0.00047648643049513155,0.0328568469028382
60644,0.03899282030538983,0.8148043280412579,0.1184346243300637,0.008554960056628577,0,0.0011123470522803114,0.018100920214379614
60645,0.4260248090035324,0.13762014293929187,0.21545633779676332,0.1392220487965169,7.804156740326953e-4,0.005216462663271174,0.07567978312659164
60646,0.7022940563086548,0.006604101494612443,0.13760862009037192,0.12144595064303093,0,9.037191518943343e-4,0.031143552311435525
60647,0.48783334305887843,0.057407947715469455,0.3729357530489584,0.044255120499503996,5.835327070082278e-5,0.0015171850382213923,0.03599229736826749
60649,0.028478551343158565,0.9207067786131663,0.03292583212013641,0.0053247711544981355,0,0,0.012564066769040544
60651,0.06284014778702725,0.5356513207315764,0.37874258382008,0.009704272639470175,0,0.002759508807432277,0.010302166214413834
60652,0.08713260545200484,0.4140397413731852,0.47152026146886766,0.007768277952774554,0.0022025910049025413,0.001871018165454847,0.015465504582810317
60653,0.06530089628681178,0.8420439995343965,0.04216622046327552,0.013386101734373181,9.312070771737865e-4,0.0034338260970783376,0.03273774880689093
60654,0.7061980830670926,0.04106496272630458,0.10428115015974442,0.097209797657082,0.0014483493077742278,0.007710330138445154,0.04208732694355698
60655,0.8136428571428571,0.04725,0.09425,0.009678571428571429,3.214285714285714e-4,0.0035714285714285713,0.031285714285714285
60656,0.6758053461274846,0.0384167237834133,0.14143248800548322,0.11439342015078821,5.483207676490747e-4,0.0011309115832762167,0.028272789581905416
60657,0.7645802899202158,0.03768681874367907,0.09067030003371165,0.06562535116305203,2.1069783121699067e-4,0.005674794920777615,0.03555174738734689
60659,0.3628962248656765,0.08397268951925108,0.23312451608362075,0.27068815841955846,0.005537176509232538,0.004950611201051125,0.03883062340160953
60660,0.4843221820725026,0.14507518358783075,0.16820142207716518,0.15307145354936472,4.895675486653456e-4,0.004849050005828185,0.0439911411586432
60661,0.5714409797620081,0.0389993919916616,0.09919221749326848,0.25154173542951447,0,0.001997741683314514,0.036827933640232784
60706,0.7410143193166343,0.008170676350431231,0.14756736681384888,0.08352246935996369,3.301283373911608e-4,0.0017331737713035943,0.017661866050427105
60707,0.485910148120945,0.06948218876239441,0.3886154976129269,0.03381074794956543,0.0014200024482800833,0.005361733382298935,0.015399681723589178
60712,0.618631293337353,0.03512209828157974,0.09413626771178776,0.22957491709375943,5.275851673198674e-4,0,0.02200783840820018
60714,0.6247204848170593,0.020125093171727646,0.11955147940499725,0.21450562271121626,0,0.0013287098551382182,0.019768610039861297
60803,0.49080998288134065,0.2034868006126678,0.2573204793224615,0.016037480854131002,0.001711865933867916,0.004640057662852509,0.02599333273267862
60804,0.07935716067419735,0.03245079523453183,0.8786658589601967,0.0043592393305538725,6.889261067360344e-4,0.0014966325767024195,0.002981387117081804
60805,0.5578307146477446,0.22645717181956412,0.15529650278763305,0.02372022301064369,7.602635580334517e-4,0.006132792701469843,0.029802331474911303
60827,0.011708042916438248,0.8955282324379357,0.06210353199154202,5.87360012530347e-4,3.1325867334951836e-4,0.014801472315764742,0.014958101652439501
